taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,species,strain_name,genus_original,genus_id,genus
72407,573,GCF_003330945.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KC-Pl-HB1,Klebsiella,570.0,Klebsiella
72407,573,GCF_003850165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=ARLG-3135,Klebsiella,570.0,Klebsiella
72407,573,GCF_003855515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=R210-2,Klebsiella,570.0,Klebsiella
72407,573,GCF_004141975.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=CCRI-22199,Klebsiella,570.0,Klebsiella
72407,573,GCF_005885775.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KpvST15_NDM,Klebsiella,570.0,Klebsiella
72407,573,GCF_009025895.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=BK13048,Klebsiella,570.0,Klebsiella
72407,573,GCF_009867115.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KP-8788,Klebsiella,570.0,Klebsiella
72407,573,GCF_009909305.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KUH-KPNHVL1,Klebsiella,570.0,Klebsiella
72407,573,GCF_009909325.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KUH-KPNHVF1,Klebsiella,570.0,Klebsiella
72407,573,GCF_011752495.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=HB25-1,Klebsiella,570.0,Klebsiella
72407,573,GCF_014123345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=KP18069,Klebsiella,570.0,Klebsiella
72407,573,GCF_016774435.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=RJBSI76,Klebsiella,570.0,Klebsiella
72407,573,GCF_016774455.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=RJBSI76-pV,Klebsiella,570.0,Klebsiella
72407,573,GCF_017301375.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella pneumoniae,strain=SA-KpST14,Klebsiella,570.0,Klebsiella
72758,29388,GCF_001028645.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus capitis,strain=AYP1020,Staphylococcus,1279.0,Staphylococcus
73010,73010,GCF_900637545.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas encheleia,strain=NCTC12917,Aeromonas,642.0,Aeromonas
73044,73044,GCF_004328625.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces seoulensis,strain=KCTC 9819,Streptomyces,1883.0,Streptomyces
74033,74033,GCF_002237555.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Antarctobacter heliothermus,strain=SMS3,Antarctobacter,74032.0,Antarctobacter
74329,74329,GCF_011064825.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas mediterranea,strain=D151-2-6,Brevundimonas,41275.0,Brevundimonas
74426,74426,GCF_002736145.1,Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella aerofaciens,strain=indica,Collinsella,102106.0,Collinsella
74426,74426,GCF_003856815.1,Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella aerofaciens,strain=C11,Collinsella,102106.0,Collinsella
74426,74426,GCF_005576555.1,Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella aerofaciens,strain=P10wA7,Collinsella,102106.0,Collinsella
74426,74426,GCF_902388175.1,Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella aerofaciens,,Collinsella,102106.0,Collinsella
74546,1219,GCF_000012645.1,Bacteria,,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Prochlorococcus marinus,strain=MIT 9312,Prochlorococcus,1218.0,Prochlorococcus
74547,1219,GCF_000011485.1,Bacteria,,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Prochlorococcus marinus,strain=MIT9313,Prochlorococcus,1218.0,Prochlorococcus
74661,74661,GCF_015992245.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas campisalis,strain=SS10-MC5,Halomonas,2745.0,Halomonas
74700,74700,GCF_002804205.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma freundtii,strain=BARC 318,Entomoplasma,46238.0,Entomoplasma
74829,74829,GCF_011106855.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas balearica,strain=EC28,Pseudomonas,2901164.0,Stutzerimonas
74829,74829,GCF_016599775.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas balearica,strain=FDAARGOS_1013,Pseudomonas,2901164.0,Stutzerimonas
75105,75105,GCF_001449005.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia caribensis,strain=MWAP64,Paraburkholderia,1822464.0,Paraburkholderia
75105,75105,GCF_001611015.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia caribensis,strain=Bcrs1W,Paraburkholderia,1822464.0,Paraburkholderia
75105,75105,GCF_002902945.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia caribensis,strain=DSM 13236,Paraburkholderia,1822464.0,Paraburkholderia
75105,75105,GCF_013378095.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia caribensis,strain=852011,Paraburkholderia,1822464.0,Paraburkholderia
75293,75293,GCF_001983975.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces autolyticus,strain=CGMCC0516,Streptomyces,1883.0,Streptomyces
75294,75294,GCF_004519465.1,Bacteria,,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora xinjiangensis,strain=31sw,Saccharomonospora,1851.0,Saccharomonospora
75379,926,GCF_000092605.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas intermedia,strain=K12,Thiomonas,32012.0,Thiomonas
75385,75385,GCF_900289045.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Micropruina glycogenica,,Micropruina,116071.0,Micropruina
75588,75588,GCF_003952245.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas libanensis,strain=DMSP-1,Pseudomonas,286.0,Pseudomonas
75658,75658,GCF_002139915.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter lanienae,strain=NCTC 13003,Campylobacter,194.0,Campylobacter
75658,75658,GCF_902385725.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter lanienae,,Campylobacter,194.0,Campylobacter
75906,75906,GCF_000512735.1,Bacteria,,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis ruber,strain=DSM 23557,Thermocrinis,75905.0,Thermocrinis
75985,75985,GCF_000963635.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=89010807N,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_000963675.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=89010807N,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_002285575.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=USDA-ARS-USMARC-191,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_002285595.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=USDA-ARS-USMARC-187,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_002285615.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=USDA-ARS-USMARC-186,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_002285815.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=USDA-ARS-USMARC-193,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007963885.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1451,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964065.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1450,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1405,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964465.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1383,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964685.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1373,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964805.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1367,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007964925.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1342,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007965105.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1329,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007965355.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1319,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007965585.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1318,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007965745.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1309,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007965905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1287,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007966105.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1282,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007973265.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39433,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007973365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39409,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007973645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39394,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007973825.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39382,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974025.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39373,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974045.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39309,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974065.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=39107,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974085.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=38599,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974105.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=38202,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974125.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=38120,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=38089,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974165.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=37778,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974375.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=37121,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974525.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=34142,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974745.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=33980,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007974925.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=33702,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007975085.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=33690,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007975225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=33041,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007975365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=32852,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007975575.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=32795,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007975765.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=32635,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976025.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=32619,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976245.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=28488,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976445.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=28253,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976625.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=28240,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976765.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=28226,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007976905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23579,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007977085.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23570,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007977225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23558,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007977495.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23533,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007977645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23311,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007977825.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23278,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978045.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=23217,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978185.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=22650,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=22604,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978505.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=22549,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978725.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1609,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007978905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1584,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979065.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1583,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979225.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1582,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979365.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1576,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979525.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1571,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979665.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1567,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007979905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1563,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980045.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1561,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980145.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1560,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980285.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1532,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980445.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1514,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1512,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980785.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1506,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980905.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1503,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980965.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1498,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007980985.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1476,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007981005.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1475,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007981025.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1471,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_007981045.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=1454,Mannheimia,75984.0,Mannheimia
75985,75985,GCF_900638155.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia haemolytica,strain=NCTC10643,Mannheimia,75984.0,Mannheimia
76114,551760,GCF_000025965.1,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum aromaticum,strain=EbN1,Aromatoleum,551759.0,Aromatoleum
76115,76115,GCF_017894365.1,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum bremense,strain=PbN1,Aromatoleum,551759.0,Aromatoleum
76116,76116,GCF_017894385.1,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum petrolei,strain=ToN1,Aromatoleum,551759.0,Aromatoleum
76123,76123,GCF_001444445.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella enoeca,strain=F0113,Prevotella,838.0,Prevotella
76258,76258,GCF_002218045.2,Bacteria,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio rumoiensis,strain=FERM P-14531,Vibrio,662.0,Vibrio
76335,76335,GCF_009873495.1,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc sp. ATCC 53789,strain=ATCC 53789,Nostoc,1177.0,Nostoc
76629,76629,GCF_900660635.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis gallopavonis,strain=NCTC10186,Mycoplasmopsis,2767358.0,Mycoplasmopsis
76731,76731,GCF_001483865.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Roseateles depolymerans,strain=KCTC 42856,Roseateles,93681.0,Roseateles
76758,76758,GCF_002934065.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas orientalis,strain=F9,Pseudomonas,286.0,Pseudomonas
76758,76758,GCF_003851585.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas orientalis,strain=L1-3-08,Pseudomonas,286.0,Pseudomonas
76758,76758,GCF_003851605.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas orientalis,strain=R2-66-08W,Pseudomonas,286.0,Pseudomonas
76758,76758,GCF_003851645.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas orientalis,strain=R4-35-08,Pseudomonas,286.0,Pseudomonas
76758,76758,GCF_003852045.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas orientalis,strain=8B,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_001534745.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=USDA-ARS-USMARC-56711,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_002943995.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=FDAARGOS_171,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_003671975.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=B5,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_009831395.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=TCU-CK1,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_011045675.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=170918607,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_011045695.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=170620603RE,Pseudomonas,286.0,Pseudomonas
76759,76759,GCF_015136515.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,strain=STW0522-72,Pseudomonas,286.0,Pseudomonas
76760,76760,GCF_013285305.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas rhodesiae,strain=NL2019,Pseudomonas,286.0,Pseudomonas
76761,76761,GCF_002028325.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas veronii,strain=R02,Pseudomonas,286.0,Pseudomonas
76761,76761,GCF_004919535.4,Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas veronii,strain=Pvy,Pseudomonas,286.0,Pseudomonas
