id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
2odec11eg3p_c	2-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P1		cpd15357				MNXM5480					
2odec11eg3p_p	2-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P1		cpd15357				MNXM5480					
2agpe140_c	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	META:CPD0-2165					MNXM34809		HMDB11470		LMGP02050033	
2agpe140_p	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	META:CPD0-2165					MNXM34809		HMDB11470		LMGP02050033	
idon__L_c	L-Idonate	C6H11O7	META:L-IDONATE	cpd00573	UPC00770	C00770		MNXM1565					
4h2kpi_c	4-Hydroxy-2-ketopimelate	C7H8O6	META:CPD-15125;META:CPD-804	cpd03327;cpd03708	UPC06201	C05601;C06201		MNXM1623				LMFA01170052;LMFA01170062	
2ins_c	2-Inosose	C6H10O6	META:CPD-14808	cpd00524	UPC00691	C00691		MNXM676					
2mcit_c	2-Methylcitrate	C7H7O7	META:CPD-622	cpd01501		C02225		MNXM90279		HMDB00379;HMDB03610		LMFA01050442	
2pg_e	D-Glycerate 2-phosphate	C3H4O7P	META:2-PG	cpd00482	UPC00631	C00631	2-Phospho-D-glycerate	MNXM275	30485	HMDB00362;HMDB03391			
2pg_p	D-Glycerate 2-phosphate	C3H4O7P	META:2-PG	cpd00482	UPC00631	C00631	2-Phospho-D-glycerate	MNXM275	30485	HMDB00362;HMDB03391			
34dhpac_e	3,4-Dihydroxyphenylacetaldehyde	C8H8O3	META:34-DIHYDROXYPHENYLACETALDEHYDE	cpd02500		C04043		MNXM1401		HMDB03791;HMDB06256;HMDB06778			
34dhpac_p	3,4-Dihydroxyphenylacetaldehyde	C8H8O3	META:34-DIHYDROXYPHENYLACETALDEHYDE	cpd02500		C04043		MNXM1401		HMDB03791;HMDB06256;HMDB06778			
35cgmp_c	3',5'-Cyclic GMP	C10H10N5O7P;C10H11N5O7P	META:CGMP	cpd00697	UPC00942	C00942	Guanosine-3-prime,5-prime-monophosphate_(cyclic)	MNXM665	30991	HMDB01314			
3amac_c	3-Aminoacrylate	C3H4NO2						MNXM147767					
3hcinnm_c	3-hydroxycinnamic acid	C9H7O3	META:CPD-10797	cpd09252		C12621		MNXM1799		HMDB01713			
dhcinnm_c	2,3-dihydroxicinnamic acid	C9H7O4	META:CPD-10796	cpd09254		C12623		MNXM1130		HMDB32057	c1399		
3hoxpac_p	3 Hydroxyphenylacetic acid C8H8O3	C8H8O3	META:3-HYDROXYPHENYLACETATE	cpd03320		C05593		MNXM1639		HMDB00440			
3hoxpac_c	3 Hydroxyphenylacetic acid C8H8O3	C8H8O3	META:3-HYDROXYPHENYLACETATE	cpd03320		C05593		MNXM1639		HMDB00440			
3hoxpac_e	3 Hydroxyphenylacetic acid C8H8O3	C8H8O3	META:3-HYDROXYPHENYLACETATE	cpd03320		C05593		MNXM1639		HMDB00440			
3hpp_c	3-Hydroxypropanoate	C3H5O3	META:3-HYDROXY-PROPIONATE	cpd00745		C01013	3-Hydroxy-propionate	MNXM872		HMDB00700			
3hpppn_c	3-(3-hydroxy-phenyl)propionate	C9H9O3	META:3-HYDROXYPHENYL-PROPIONATE	cpd08304	UPC11457	C11457		MNXM1634		HMDB00375			
dhpppn_c	3-(2,3-Dihydroxyphenyl)propanoate	C9H9O4	META:2-3-DIHYDROXYPHENYL-PROPIONATE	cpd02501	UPC04044	C04044		MNXM826			c0423		
3hpp_e	3-Hydroxypropanoate	C3H5O3	META:3-HYDROXY-PROPIONATE	cpd00745		C01013	3-Hydroxy-propionate	MNXM872		HMDB00700			
3hpp_p	3-Hydroxypropanoate	C3H5O3	META:3-HYDROXY-PROPIONATE	cpd00745		C01013	3-Hydroxy-propionate	MNXM872		HMDB00700			
3dhgulnp_c	3-keto-L-gulonate-6-phosphate	C6H8O10P	META:CPD-2343	cpd10596	UPC14899	C14899		MNXM1170					
h2o2_p	Hydrogen peroxide	H2O2	META:HYDROGEN-PEROXIDE	cpd00025	UPC00027	C00027;D00008	Hydrogen_peroxide	MNXM22	113575;1614617;189481;29408;351629	HMDB03125;HMDB06491			
LalaDgluMdap_e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C15H25N4O8		cpd15386				MNXM90242					
3pg_e	3-Phospho-D-glycerate	C3H4O7P	META:G3P	cpd00169	UPC00197;UPC00597	C00197;C00597	3-Phospho-D-glycerate	MNXM126	29728	HMDB00807;HMDB60180			
3pg_p	3-Phospho-D-glycerate	C3H4O7P	META:G3P	cpd00169	UPC00197;UPC00597	C00197;C00597	3-Phospho-D-glycerate	MNXM126	29728	HMDB00807;HMDB60180			
dopa_p	Dopamine	C8H12NO2	META:DOPAMINE	cpd02357	UPC03758	C03758;D07870	Dopamine	MNXM205	159362;351601;380873	HMDB00073			
4hbzcoa_c	4 hydroxybenoyl CoA C28H36N7O18P3S	C28H36N7O18P3S	META:CPD-201	cpd01892;cpd16876	UPC02949	C02949		MNXM739		HMDB06467;HMDB60140	c0124		
benzcoa_c	Benzoyl-CoA	C28H40N7O17P3S	META:BENZOYLCOA	cpd00401	UPC00512	C00512		MNXM240	159447	HMDB02252	c0119		
4hbz_e	4-Hydroxybenzoate	C7H5O3	META:4-hydroxybenzoate	cpd00136	UPC00156	C00156	4-Hydroxybenzoate	MNXM164	2162213	HMDB00500	c0104		
4hbz_p	4-Hydroxybenzoate	C7H5O3	META:4-hydroxybenzoate	cpd00136	UPC00156	C00156	4-Hydroxybenzoate	MNXM164	2162213	HMDB00500	c0104		
4hoxpacd_e	4-Hydroxyphenylacetaldehyde	C8H8O2	META:HYDRPHENYLAC-CPD	cpd02361		C03765		MNXM479	500608	HMDB03767			
4hoxpacd_p	4-Hydroxyphenylacetaldehyde	C8H8O2	META:HYDRPHENYLAC-CPD	cpd02361		C03765		MNXM479	500608	HMDB03767			
4hthr_c	4-Hydroxy-L-threonine	C4H9NO4	META:CPD0-2189;META:CPD0-2375	cpd03608		C06056		MNXM1802		HMDB29389		LMFA01050439	
phthr_c	O-Phospho-4-hydroxy-L-threonine	C4H8NO7P	META:4-PHOSPHONOOXY-THREONINE	cpd03607	UPC06055	C06055		MNXM759		HMDB06802			
4hthr_e	4-Hydroxy-L-threonine	C4H9NO4	META:CPD0-2189;META:CPD0-2375	cpd03608		C06056		MNXM1802		HMDB29389		LMFA01050439	
4hthr_p	4-Hydroxy-L-threonine	C4H9NO4	META:CPD0-2189;META:CPD0-2375	cpd03608		C06056		MNXM1802		HMDB29389		LMFA01050439	
5dglcn_p	5-Dehydro-D-gluconate	C6H9O7	META:5-DEHYDROGLUCONATE	cpd00781		C01062		MNXM963					
5dglcn_e	5-Dehydro-D-gluconate	C6H9O7	META:5-DEHYDROGLUCONATE	cpd00781		C01062		MNXM963					
5fthf_c	5-Formyltetrahydrofolate	C20H21N7O7	META:5-FORMYL-THF	cpd02197		C03479;D07986		MNXM1392		HMDB01562;HMDB02140;HMDB06206			
5mtr_e	5-Methylthio-D-ribose	C6H12O4S	META:CPD-560	cpd01981	UPC03089	C03089		MNXM1592		HMDB01087			
5mtr_p	5-Methylthio-D-ribose	C6H12O4S	META:CPD-560	cpd01981	UPC03089	C03089		MNXM1592		HMDB01087			
6pgl_c	6-phospho-D-glucono-1,5-lactone	C6H9O9P	META:D-6-P-GLUCONO-DELTA-LACTONE	cpd00911	UPC01236	C01236	D-Glucono-1,5-lactone_6-phosphate	MNXM429	31467	HMDB01127			
ara5p_c	D-Arabinose 5-phosphate	C5H9O8P	META:ARABINOSE-5P	cpd00817	UPC01112	C01112		MNXM1184		HMDB11734			
dtdp4aaddg_c	DTDP-4-acetamido-4,6-dideoxy-D-galactose	C18H27N3O15P2		cpd15454				MNXM3015		HMDB12222			
unagamu_c	Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate	C71H113N2O18P2	META:C55-PP-GLCNAC-MANNACA	cpd15581		C20497		MNXM2504		HMDB12306		LMPR03030002	
unagamuf_c	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose	C79H126N3O22P2	META:C55-PP-GLCNAC-MANNACA-FUC4NAC	cpd15582		C20498		MNXM6160		HMDB12307			
malthx_p	Maltohexaose	C36H62O31	META:MALTOHEXAOSE	cpd01329		C01936;G00755		MNXM1317		HMDB12253			
tre_c	Trehalose	C12H22O11	META:TREHALOSE	cpd00794	UPC01083	C01083;G00293		MNXM198	189078;868614	HMDB00975			
arbt6p_c	Arbutin 6-phosphate	C12H15O10P	META:CPD-1162	cpd03697		C06187		MNXM2806					
hqn_c	Hydroquinone	C6H6O2	META:Reduced-Quinones	cpd00415	UPC15603	C15603		MNXM4100					
xylu__L_c	L-Xylulose	C5H10O5	META:L-XYLULOSE	cpd00261	UPC00312	C00312	L-Xylulose	MNXM1282		HMDB00751;HMDB02245			
xylu__D_c	D-Xylulose	C5H10O5	META:D-XYLULOSE;META:L-RIBULOSE	cpd00259;cpd00397	UPC00310;UPC00508	C00310;C00508	D-Xylulose;L-Ribulose	MNXM685		HMDB00654;HMDB01644;HMDB03371			
4abut_p	4-Aminobutanoate	C4H9NO2	META:4-AMINO-BUTYRATE	cpd00281	UPC00334	C00334;D00058	4-Aminobutanoate	MNXM192	352003;352011;428571;916850	HMDB00112	c1588	LMFA01100039	
4abut_e	4-Aminobutanoate	C4H9NO2	META:4-AMINO-BUTYRATE	cpd00281	UPC00334	C00334;D00058	4-Aminobutanoate	MNXM192	352003;352011;428571;916850	HMDB00112	c1588	LMFA01100039	
acald_p	Acetaldehyde	C2H4O	META:ACETALD	cpd00071	UPC00084	C00084	Acetaldehyde	MNXM75	113532;113681;113745;29510	HMDB00990	c0160		
acgal_p	N-Acetyl-D-galactosamine	C8H15NO6	META:N-acetyl-D-galactosamine	cpd00832		C01132		MNXM395	1605658				
acgal1p_p	N-Acetyl-D-galactosamine 1-phosphate	C8H14NO9P	META:CPD-7246	cpd15390;cpd18043		C18060		MNXM2401		HMDB06480;HMDB59626			
acgal1p_e	N-Acetyl-D-galactosamine 1-phosphate	C8H14NO9P	META:CPD-7246	cpd15390;cpd18043		C18060		MNXM2401		HMDB06480;HMDB59626			
acgal_e	N-Acetyl-D-galactosamine	C8H15NO6	META:N-acetyl-D-galactosamine	cpd00832		C01132		MNXM395	1605658				
acgam1p_p	N-Acetyl-D-glucosamine 1-phosphate	C8H14NO9P	META:N-ACETYL-D-GLUCOSAMINE-1-P	cpd02611	UPC04256;UPC04501	C04256;C04501	N-Acetyl-D-glucosamine_1-phosphate	MNXM340	532204	HMDB01367			
acgam1p_e	N-Acetyl-D-glucosamine 1-phosphate	C8H14NO9P	META:N-ACETYL-D-GLUCOSAMINE-1-P	cpd02611	UPC04256;UPC04501	C04256;C04501	N-Acetyl-D-glucosamine_1-phosphate	MNXM340	532204	HMDB01367			
acgam_c	N-Acetyl-D-glucosamine	C8H15NO6	META:N-acetyl-D-glucosamine	cpd00122	UPC00140	C00140	N-Acetyl-D-glucosamine	MNXM143		HMDB00215;HMDB00533;HMDB14288			
unaga_c	Undecaprenyl diphospho N-acetyl-glucosamine	C63H103NO12P2	META:ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE	cpd00946		C01289		MNXM1333					
ac_e	Acetate	C2H3O2	META:ACET	cpd00029	UPC00033	C00033;D00010	Acetate	MNXM26	113539;1524044;2022890;29416;390305	HMDB00042	c0050	LMFA01010000;LMFA01010002	
uacmamu_c	UDP-N-acetyl-D-mannosaminouronate	C17H22N3O18P2	META:UDP-MANNACA	cpd02703;cpd03732		C06240		MNXM97052					
acmana_p	N-Acetyl-D-mannosamine	C8H15NO6	META:N-acetyl-D-hexosamines;META:N-acetyl-D-mannosamine	cpd00492;cpd01755;cpd02006	UPC00645	C00645;C02711;C03136	N-Acetyl-D-mannosamine	MNXM2403	1678743;4085214				
acnam_c	N-Acetylneuraminate	C11H18NO9	META:CPD0-1123;META:N-ACETYLNEURAMINATE	cpd00232	UPC00270	C00270;C19910	N-Acetylneuraminate	MNXM227		HMDB00230;HMDB00800			
acnam_e	N-Acetylneuraminate	C11H18NO9	META:CPD0-1123;META:N-ACETYLNEURAMINATE	cpd00232	UPC00270	C00270;C19910	N-Acetylneuraminate	MNXM227		HMDB00230;HMDB00800			
acnam_p	N-Acetylneuraminate	C11H18NO9	META:CPD0-1123;META:N-ACETYLNEURAMINATE	cpd00232	UPC00270	C00270;C19910	N-Acetylneuraminate	MNXM227		HMDB00230;HMDB00800			
acolipa_e	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	C181H314N3O103P4	META:CPD0-2293	cpd15392				MNXM37330					
acolipa_p	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	C181H314N3O103P4	META:CPD0-2293	cpd15392				MNXM37330					
acon_C_e	Cis-Aconitate	C6H3O6	META:CIS-ACONITATE	cpd00331	UPC00417	C00417	cis-Aconitate	MNXM813		HMDB00072;HMDB00461	c1169		
acon_C_p	Cis-Aconitate	C6H3O6	META:CIS-ACONITATE	cpd00331	UPC00417	C00417	cis-Aconitate	MNXM813		HMDB00072;HMDB00461	c1169		
acon_C_c	Cis-Aconitate	C6H3O6	META:CIS-ACONITATE	cpd00331	UPC00417	C00417	cis-Aconitate	MNXM813		HMDB00072;HMDB00461	c1169		
acser_e	O-Acetyl-L-serine	C5H9NO4	META:ACETYLSERINE	cpd00722	UPC00979	C00979	O-Acetyl-L-serine	MNXM418	936709	HMDB03011			
acser_p	O-Acetyl-L-serine	C5H9NO4	META:ACETYLSERINE	cpd00722	UPC00979	C00979	O-Acetyl-L-serine	MNXM418	936709	HMDB03011			
adn_e	Adenosine	C10H13N5O4	META:ADENOSINE;META:CPD-13918	cpd00182	UPC00212	C00212;D00045;D06298	Adenosine	MNXM212	83909	HMDB00050;HMDB04401;HMDB04402;HMDB04421;HMDB14340			
ins_e	Inosine	C10H12N4O5	META:INOSINE	cpd00246	UPC00294	C00294;D00054	Inosine	MNXM334	83927	HMDB00195;HMDB03040			
adocbi_c	Adenosyl cobinamide	C58H84CoN16O11	META:ADENOSYLCOBINAMIDE	cpd03918	UPC06508	C06508	Adenosyl_cobinamide	MNXM90939		HMDB06903;HMDB06964			
ade_e	Adenine	C5H5N5	META:ADENINE;META:ADENINE-RING	cpd00128	UPC00147	C00147;D00034	Adenine	MNXM168	83951	HMDB00034			
ade_p	Adenine	C5H5N5	META:ADENINE;META:ADENINE-RING	cpd00128	UPC00147	C00147;D00034	Adenine	MNXM168	83951	HMDB00034			
adocbl_c	Adenosylcobalamin	C72H100CoN18O17P	META:ADENOSYLCOBALAMIN	cpd00166	UPC00194	C00194;D00042	5-prime-Deoxyadenosylcobalamin(coenzyme_B12,Co+)	MNXM91529	3159297	HMDB02086			
adprib_c	ADPribose	C15H21N5O14P2	META:ADENOSINE_DIPHOSPHATE_RIBOSE	cpd00251;cpd01296		C00301;C01882	ADP-D-Ribose	MNXM48596	1131972;2393945	HMDB01178			
anhgm_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	C19H29N2O12		cpd15396				MNXM3060					
anhgm3p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	C34H52N6O19	META:CPD0-2155	cpd15397				MNXM63489					
anhm3p_c	1,6-anhydrous-N-Acetylmuramyl-tripeptide	C26H39N5O14	META:CPD0-2284	cpd15400				MNXM32389					
anhgm4p_c	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide	C37H57N7O20	META:CPD0-2292	cpd15398				MNXM63488					
anhm4p_c	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide	C29H44N6O15		cpd15401				MNXM5405					
anhm_c	1,6-anhydrous-N-Acetylmuramate	C11H16NO7		cpd15399				MNXM90585					
adphep_DD_c	ADP-D-glycero-D-manno-heptose	C17H25N5O16P2	META:ADP-D-GLYCERO-D-MANNO-HEPTOSE	cpd03830	UPC06397	C06397		MNXM1648					
adphep_LD_c	ADP-L-glycero-D-manno-heptose	C17H25N5O16P2	META:ADP-L-GLYCERO-D-MANNO-HEPTOSE	cpd03831	UPC06398	C06398		MNXM857					
agm_p	Agmatine	C5H16N4	META:AGMATHINE	cpd00152	UPC00179	C00179	Agmatine	MNXM328	351164	HMDB01432;HMDB60259			
agm_e	Agmatine	C5H16N4	META:AGMATHINE	cpd00152	UPC00179	C00179	Agmatine	MNXM328	351164	HMDB01432;HMDB60259			
1tdec7eg3p_c	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H31O7P1		cpd15330				MNXM91053					
5caiz_c	5-phosphoribosyl-5-carboxyaminoimidazole	C9H11N3O9P	META:CPD0-181	cpd11310	UPC15667	C15667		MNXM1409		HMDB12268			
akg_e	2-Oxoglutarate	C5H4O5	META:2-KETOGLUTARATE;META:CPD-16852	cpd00024	UPC00026	C00026	2-Oxoglutarate	MNXM20	113594;113671;29406;389537;561075	HMDB00208;HMDB02812	c0880		
akg_p	2-Oxoglutarate	C5H4O5	META:2-KETOGLUTARATE;META:CPD-16852	cpd00024	UPC00026	C00026	2-Oxoglutarate	MNXM20	113594;113671;29406;389537;561075	HMDB00208;HMDB02812	c0880		
ala__L_p	L-Alanine	C3H7NO2	META:L-ALPHA-ALANINE	cpd00035	UPC00041	C00041;D00012	L-Alanine	MNXM32	29432;379697	HMDB00161			
asn__L_e	L-Asparagine	C4H8N2O3	META:ASN	cpd00132	UPC00152	C00152	L-Asparagine	MNXM147	29642;379703	HMDB00168			
cys__L_e	L-Cysteine	C3H7NO2S	META:CYS	cpd00084	UPC00097	C00097;D00026	L-Cysteine	MNXM55	111707;352016;379721;5668576	HMDB00574			
ser__L_e	L-Serine	C3H7NO3	META:SER	cpd00054	UPC00065	C00065;D00016	L-Serine	MNXM53	352002;379732	HMDB00187;HMDB00589	c0933		
lald__D_c	D-Lactaldehyde	C3H6O2	META:CPD-358	cpd00693		C00937	D-Lactaldehyde	MNXM909		HMDB06458;HMDB06949			
pacald_c	Phenylacetaldehyde	C8H8O	META:PHENYLACETALDEHYDE	cpd00464	UPC00601	C00601		MNXM473	500607	HMDB06236	c0210		
pac_c	Phenylacetic acid	C8H7O2	META:PHENYLACETATE;META:Phenyl-Acetates	cpd00430	UPC07086	C00548;C07086;C15583	Phenylacetate	MNXM497	177153	HMDB00209;HMDB01326;HMDB40733	c0211		
glcr_c	D-Glucarate	C6H8O8	META:D-GLUCARATE	cpd00609	UPC00818	C00818	D-Glucarate	MNXM744		HMDB00663;HMDB29881		LMFA01170108	
all__D_c	D-Allose	C6H12O6	META:D-Allopyranose	cpd01055		C01487		MNXM1919					
all__D_p	D-Allose	C6H12O6	META:D-Allopyranose	cpd01055		C01487		MNXM1919					
all6p_c	D-Allose 6-phosphate	C6H11O9P	META:D-ALLOSE-6-PHOSPHATE	cpd01901		C02962		MNXM4545					
allul6p_c	Allulose 6-phosphate	C6H11O9P		cpd15394				MNXM92101					
all__D_e	D-Allose	C6H12O6	META:D-Allopyranose	cpd01055		C01487		MNXM1919					
alltn_p	Allantoin	C4H5N4O3;C4H6N4O3	META:ALLANTOIN	cpd01092		C01551;D00121	Allantoin	MNXM612		HMDB00462			
2ddglcn_c	2-Dehydro-3-deoxy-D-gluconate	C6H9O6	META:2-DEHYDRO-3-DEOXY-D-GLUCONATE	cpd00176	UPC00204	C00204	2-Dehydro-3-deoxygluconate	MNXM440				LMFA01050475	
altrn_c	D-Altronate	C6H11O7	META:D-ALTRONATE	cpd00608		C00817		MNXM2011					
mqn6_c	Menaquinone 6	C41H56O2	META:CPD-9724	cpd15995			Menaquinone	MNXM12235		HMDB30017		LMPR02030001	
amp_e	AMP	C10H12N5O7P	META:AMP;META:AMP-GROUP;META:CPD0-1139	cpd00018	UPC00020	C00020;D02769;D06299	Adenosine-5-prime-phosphate	MNXM14	164121;389620	HMDB00045			
amp_p	AMP	C10H12N5O7P	META:AMP;META:AMP-GROUP;META:CPD0-1139	cpd00018	UPC00020	C00020;D02769;D06299	Adenosine-5-prime-phosphate	MNXM14	164121;389620	HMDB00045			
ap4a_c	P1,P4-Bis(5'-adenosyl) tetraphosphate	C20H24N10O19P4	META:ADENOSYL-P4	cpd00924		C01260		MNXM1089		HMDB01211;HMDB06502			
arab__D_e	D Arabinose C5H10O5	C5H10O5	META:CPD-12047;META:CPD-12049;META:D-arabinopyranose	cpd00185	UPC00216	C00216		MNXM544					
rbl__L_c	L-Ribulose	C5H10O5	META:D-XYLULOSE;META:L-RIBULOSE	cpd00259;cpd00397	UPC00310;UPC00508	C00310;C00508	D-Xylulose;L-Ribulose	MNXM685		HMDB00654;HMDB01644;HMDB03371			
rbflvrd_c	Reduced riboflavin	C17H22N4O6	META:CPD-316	cpd00739		C01007		MNXM1246					
arbt_e	Arbutin	C12H16O7	META:HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	cpd03696;cpd08865		C06186;C12079		MNXM2683		HMDB29943			
arbt_p	Arbutin	C12H16O7	META:HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	cpd03696;cpd08865		C06186;C12079		MNXM2683		HMDB29943			
co2_p	CO2	CO2	META:CARBON-DIOXIDE	cpd00011	UPC00011	C00011;D00004	Carbon_dioxide	MNXM13	113528;1237009;159751;159942;189480;29376;389536;5668565	HMDB01967	c0131		
ascb6p_c	L-ascorbate-6-phosphate	C6H7O9P	META:L-ASCORBATE-6-PHOSPHATE	cpd14905	UPC16186	C16186		MNXM2689					
ascb__L_p	L-Ascorbate	C6H7O6;C6H8O6	META:ASCORBATE					MNXM129	198816;198836;351595				
ascb__L_e	L-Ascorbate	C6H7O6;C6H8O6	META:ASCORBATE					MNXM129	198816;198836;351595				
asn__L_p	L-Asparagine	C4H8N2O3	META:ASN	cpd00132	UPC00152	C00152	L-Asparagine	MNXM147	29642;379703	HMDB00168			
phe__L_e	L-Phenylalanine	C9H11NO2	META:PHE	cpd00066	UPC00079	C00079;D00021	L-Phenylalanine	MNXM97	29502;351993;379701	HMDB00159;HMDB00612			
aso3_c	Arsenite	AsO3	META:CPD0-2040;META:CPD-763	cpd04098		C06697		MNXM658		HMDB11620	c0532		
aso3_p	Arsenite	AsO3	META:CPD0-2040;META:CPD-763	cpd04098		C06697		MNXM658		HMDB11620	c0532		
aso3_e	Arsenite	AsO3	META:CPD0-2040;META:CPD-763	cpd04098		C06697		MNXM658		HMDB11620	c0532		
aso4_c	Arsenate	AsO4	META:ARSENATE	cpd01048		C01478;C11215		MNXM970		HMDB12190	c0540		
aso4_p	Arsenate	AsO4	META:ARSENATE	cpd01048		C01478;C11215		MNXM970		HMDB12190	c0540		
aso4_e	Arsenate	AsO4	META:ARSENATE	cpd01048		C01478;C11215		MNXM970		HMDB12190	c0540		
sucarg_c	N2-Succinyl-L-arginine	C10H17N4O5	META:CPD-421	cpd02103	UPC03296	C03296		MNXM1756		HMDB32764			
ala_B_e	Beta-Alanine	C3H7NO2	META:B-ALANINE	cpd00085	UPC00099	C00099;D07561	beta-Alanine	MNXM144	73590;909777	HMDB00056			
ala_B_p	Beta-Alanine	C3H7NO2	META:B-ALANINE	cpd00085	UPC00099	C00099;D07561	beta-Alanine	MNXM144	73590;909777	HMDB00056			
mql6_c	Menaquinol 6	C41H58O2	META:CPD-12124	cpd15994			Menaquinol	MNXM7517					
cellb_c	Cellobiose	C12H22O11	META:CELLOBIOSE;META:CPD-15975	cpd00158;cpd03845		C00185;C06422;G00289	Cellobiose	MNXM776		HMDB00055			
madg_e	Alpha Methyl D glucoside C7H14O6	C7H14O6											
mbdg_e	Beta Methylglucoside C7H14O6	C7H14O6											
butso3_c	Butanesulfonate	C4H9O3S	META:CPD-3744	cpd11596				MNXM7138					
butso3_p	Butanesulfonate	C4H9O3S	META:CPD-3744	cpd11596				MNXM7138					
butso3_e	Butanesulfonate	C4H9O3S	META:CPD-3744	cpd11596				MNXM7138					
15dap_p	1,5-Diaminopentane	C5H16N2	META:CADAVERINE	cpd01155		C01672	Cadaverine	MNXM943		HMDB02322			
cbi_c	Cobinamide	C48H72CoN11O8	META:COBINAMIDE	cpd03422		C05774		MNXM1549					
cbl1_c	Cob(I)alamin	C62CoH88N13O14P;C62H88CoN13O14P	META:COB-I-ALAMIN	cpd00635		C00853		MNXM91519	3159260	HMDB03429;HMDB06470			
cbm_c	Carbamate	CH2NO2	META:CARBAMATE	cpd01101		C01563	Carbamate	MNXM742		HMDB03551	c0922		
cdpdtdec7eg_c	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2		cpd15422				MNXM4511					
cdpdag_EC_c	CDPdiacylglycerol (E coli)	C2286H3998N150O750P100		cpd16066				MNXM45899					
pa_EC_c	Phosphatidate  (E.coli)	C1836H3398O400P50						MNXM91009					
chol_p	Choline	C5H14NO	META:CHOLINE	cpd00098	UPC00114	C00114;D07690;D10498	Choline	MNXM90	2263486;264618;264638	HMDB00097			
chtbs6p_c	Diacetylchitobiose-6-phosphate	C16H27N2O14P	META:DIACETYLCHITOBIOSE-6-PHOSPHATE					MNXM11353					
chtbs_p	N,N'-diacetylchitobiose	C16H28N2O11	META:CHITOBIOSE	cpd01157		C01674;G10336	Chitobiose	MNXM1680					
chtbs_e	N,N'-diacetylchitobiose	C16H28N2O11	META:CHITOBIOSE	cpd01157		C01674;G10336	Chitobiose	MNXM1680					
cit_p	Citrate	C6H5O7	META:CIT	cpd00137	UPC00158	C00158;D00037	Citrate	MNXM131	29654;433138	HMDB00094			
cellb_p	Cellobiose	C12H22O11	META:CELLOBIOSE;META:CPD-15975	cpd00158;cpd03845		C00185;C06422;G00289	Cellobiose	MNXM776		HMDB00055			
for_e	Formate	CHO2;CH1O2	META:CARBOXYL-GROUP;META:CPD-9845;META:FORMATE	cpd00047	UPC00058	C00058	Formate	MNXM39	29460;389585	HMDB00142	c0106		
lipa_cold_e	Cold adapted KDO(2)-lipid (A)	C114H202N2O39P2	META:KDO2-LIPID-IVA-COLD	cpd15493				MNXM6016					
lipa_cold_p	Cold adapted KDO(2)-lipid (A)	C114H202N2O39P2	META:KDO2-LIPID-IVA-COLD	cpd15493				MNXM6016					
oxa_e	Oxalate	C2O4	META:OXALATE	cpd00180	UPC00209	C00209	Oxalate	MNXM291	389819	HMDB02329	c0017		
clpn140_p	Cardiolipin (tetratetradecanoyl, n-C14:0)	C65H124O17P2						MNXM7150					
clpn160_p	Cardiolipin (tetrahexadecanoyl, n-C16:0)	C73H140O17P2	META:CPD-12824	cpd15428				MNXM45654		HMDB56387		LMGP12010007	
clpn161_p	Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	C73H132O17P2		cpd15429				MNXM4501					
clpn180_p	Cardiolipin (tetraoctadecanoyl, n-C18:0)	C81H156O17P2		cpd15430				MNXM5079					
clpn181_p	Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	C81H148O17P2		cpd15431				MNXM4503					
clpn120_p	Cardiolipin (tetradodecanoyl, n-C12:0)	C57H108O17P2		cpd15425				MNXM5078					
clpn141_p	Cardiolipin (tetratetradec-7-enoyl, n-C14:1)	C65H116O17P2						MNXM7149					
pa180_p	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H75O8P1	META:CPD0-1423	cpd15526				MNXM51279				LMGP10010028	
glyc_p	Glycerol	C3H8O3	META:1-ALKYL-SN-GLYCEROL;META:GLYCEROL	cpd00100	UPC00116	C00116;D00028	Glycerol	MNXM89612	192438	HMDB00131	c0066		
